property_name,property_address,latitude,longitude,OpenStreetMap_address,property_price,property_description,tipe_property,certificate,dilengkapi_perabotan,kondisi_properti,jalur_telepon,jumlah_lantai,daya_listrik,tanggal_tayang,luas_bangunan,luas_tanah,kamar_tidur,kamar_mandi,garasi_mobil
"Rumah Siap huni, akses mudah, dekat sekolah, BSD, BSD City, Tangerang","BSD City, Tangerang ",-6.30213665,106.64397834988091,"BSD City, Pagedangan, Tangerang, Banten, Indonesia",Rp. 2.500.000.000,"Satu lagi yang harus Terjual Segera

Dijual Rumah Siap Huni
Lokasi di Kencana loka 

Dekat ke akses tol dan stasiun KRL Rawabuntu.
Dekat ke sekolah Stella Maris, St.John, Cikal Harapan, dan smp negeri.

Renovasi total
Atap sdh baja ringan
Lantai granit full
Halaman belakang luas
Hadap Tenggara
Surat SHM

Luas tanah 200 m
Luas bangunan 160m ( 2 lantai)
Listrik 3500W
Air PAM
Kamar tidur 4+1
Kamar mandi 4+1
Carport2 bisa untuk 2 mobil

Untuk janji survey dan info property lainnya silahkan menghubungi kami L.J.Hooker Serpong dengan Sonya, 087778502888",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,2,2200,06 Oct 2020, 160 m², 200 m²,4,4,
"Dijuaal Rumah di Griya Loka BSD (1801), BSD Griya Loka, Tangerang","BSD Griya Loka, Tangerang ",-6.30576645,106.67993362841504,"Terminal Feeder Busway Trans BSD, Jalan Griya Loka Raya, BSD City, Serpong, Tangerang Selatan, Banten, 15321, Indonesia",Rp. 1.450.000.000,"Rumah ini terletak di kawasan Griya Loka, BSD yang sangat strategis. Sangat dekat dengan Pertokoan, Pasar Modern BSD, Taman Jajan, terminal shuttle bus, Sta Rawabuntu dan pintu Tol BSD. memudahkan bepergian kemana saja Beberapa sekolah sangat mudah dijangkau dari rumah ; Ora et Labora, Santa Ursula, Stella Maris, St. Jhon, Cikal harapan dan permata gemilang",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,,2200,23 Oct 2020, 90 m², 112 m²,3,2,
"Promo ambil cepat rumah dua lantai bonus langsung 10 juta, Pamulang, Tangerang Selatan","Pamulang, Tangerang Selatan ",-6.33321675,106.7226635889224,"Pamulang, Tangerang Selatan, Banten, Indonesia",Rp. 340.000.000,"FASILITAS TOWN HOUSE DESIGN MODERN RUMAH DUA LANTAI SELANGKAH KE PUSAT KOTA DEPOK.BOGOR.TANGERANG SELATAN .JAKARTA TERMURAH SEJAGAT BONUS 10 JUTA 

Type 60/36 harga saat ini Rp.340 JUTA
Luas lahan : *11.5 ha*
Rencana pembangunan : 500 unit
Fasilitas : CCTV 24 JAM, One Gate System, Playground,SWIMMING POLL

Cluster Rumah Dua Lantai ALL IN BIAYA-BIAYA SHM
KAWASAN TERBESAR DI PERBATASAN BOGOR - SERPONG

*15 menit ke PUSPIPTEK
*15 menit ke BSD Serpong
*10 menit ke Stasiun Serpong
*15 menit dari Stasiun Rawabuntu/ Toll BSD
*15 menit dari RS HERMINA
*10 menit dari PASAR PARUNG
*20 menit dari Ciputat
*30 menit dri Margonda depok
*5 menit ke SPBU
*5 menit ke Pasar Tradisional
*5 menit ke sekolah SD, SMP, SMA Negeri
Booking FEE 5 Juta mendapatkan harga promo untuk 10 orang pertama GRATIS PPN DAN PROSES PPJB

AMBIL CEPAT KESEMPATAN LANGKA INI
FASILITAS TOWN HOUSE DESIGN MODERN dan CLASIK DI KAWASAN KOTA SERPONG BSD DEKAT PUSPITEK TANGERANG SELATAN / BOGOR ( RUMAH DUA LANTAI ) 

KAWASAN TERBARU DI PUSAT",Rumah,SHM - Sertifikat Hak Milik,,Baru,1,2,1300,08 Jan 2021, 36 m², 60 m²,2,1,2
"Rumah strategis di Griyaloka BSD, BSD Griya Loka, Tangerang","BSD Griya Loka, Tangerang ",-6.30576645,106.67993362841504,"Terminal Feeder Busway Trans BSD, Jalan Griya Loka Raya, BSD City, Serpong, Tangerang Selatan, Banten, 15321, Indonesia",Rp. 2.800.000.000,"lokasi 120 strategis dekat dengan sekolah Cikal Harapan, Stella maris, Saint John, Al azhar, stasiun kereta KRL Rawabuntu BSD, pasar modern, Ocean Park, Rs Eka Hospital, Rs Medika, mall teras kota, AEON mall, ICE BSD.",Rumah,SHM - Sertifikat Hak Milik,,,,2,,24 Dec 2020, 120 m², 180 m²,4,2,
"Rumah Asri depan taman, Serpong, Tangerang Selatan","Serpong, Tangerang Selatan ",-6.3131287,106.68073925095902,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp. 3.600.000.000,"Dekat st Rawabuntu 
sekolah cikal harapan 
SMPN 11
ps. Modern 
Good investment 
Bisa KPR...",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,1,2,4400,14 Aug 2020, 167 m², 237 m²,3,3,1
"Rumah  Cantik Siap Huni di Kencana Loka BSD (YY), BSD Kencana Loka, Tangerang","BSD Kencana Loka, Tangerang ",,,,Rp. 2.300.000.000,"Segera Jual

Rumah rapi siap huni lokasi di Kencana Loka BSD dekat Stasiun Kereta Api Rawabuntu, TOL, Mall dll
Pemilik berharap untk cepat terjual...harga negosible",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,,,,2200,04 Jan 2021, 240 m², 200 m²,4,3,
"Griya Loka Rumah baru, siap huni, nyaman untuk ditinggali, BSD, Tangerang","BSD, Tangerang ",-6.2820168,106.6681494,"BSD, Jalan Letnan Sutopo, BSD City, Serpong Utara, Tangerang Selatan, Banten, 15330, Indonesia",Rp. 2.700.000.000,"- Rumah brand new, belum pernah ditempati

- Dengan sirkulasi udara disetiap sudut rumah

- Kamar tidak kecil

- Ada 1 kamar dibawah

- Penempatan tata ruang yang cukup artistik, membuat 
mudah anda untuk menata cantik setiap ruangan

- Akses mudah dijangkau

- Dekat stasiun Rawabuntu

- Dekat sekolah Santa Ursula

- Dekat pasar modern BSD

- Proses KPR bisa dibantu

-",Rumah,HGB - Hak Guna Bangun,Unfurnished,Baru,,2,2200,15 Oct 2020, 230 m², 180 m²,3,2,2
"Rumah Baru 2 Lantai Lokasi Sangat Strategis Dalam Komplek Vanya Park BSD City, BSD, Tangerang","BSD, Tangerang ",-6.2820168,106.6681494,"BSD, Jalan Letnan Sutopo, BSD City, Serpong Utara, Tangerang Selatan, Banten, 15330, Indonesia",Rp. 1.250.000.000,"Dijual Cepat Rumah Baru 2 Lantai di Vanya Park Cluster Ayura, BSD City.
Lingkungan Hunian yang Nyaman, Asri, Aman dan tidak banjir, Lokasi sangat strategis dekat dengan akses Tol dan Stasiun Commuter Line Rawabuntu, dekat dengan area Business dan Perkantoran, Mall, Rumah Sakit, Sekolah Negeri dan Swasta, dll..

Harga masih bisa nego.
Pembayaran dapat dilakukan dengan cash keras dan KPR (untuk KPR dapat dibantu sampai akad kredit).

Untuk Survey dan info lebih lanjut
silahkan hubungi
HIlda Novita by chat WA/Telp.",Rumah,HGB - Hak Guna Bangun,Unfurnished,Baru,,2,2200,11 Sep 2020, 53 m², 60 m²,2,2,1
"Rumah Siap Huni Griya Loka Sektor 1-1, BSD Griya Loka, Tangerang","BSD Griya Loka, Tangerang ",-6.30576645,106.67993362841504,"Terminal Feeder Busway Trans BSD, Jalan Griya Loka Raya, BSD City, Serpong, Tangerang Selatan, Banten, 15321, Indonesia",Rp. 675.000.000,"* Rumah 1,5 lantai
* Kamar Luas ( 4x4 m2)
*Siap Huni dan Bersih
* Selangkah ke Pasar Modern Bsd
* Selangkah ke Tol JORR
* Selangkah ke Sekolah ,Rumah Ibadah
* Hunian Yang Nyaman dan dekat ke mana mana
* Selangkah ke Kolam Renang
* Selangkah ke stasiun Bus Shuttlebus
* Hanya 10 Menit ke Stasiun Kereta Api Rawabuntu",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus Sekali,,1,2200,27 Nov 2020, 90 m², 60 m²,2,2,1
"Rumah Cantik Mode Minimalis – Serpong, Serpong, Tangerang Selatan","Serpong, Tangerang Selatan ",-6.3131287,106.68073925095902,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp. 850.000.000,"*FOR SALE - RUMAH CANTIK MODE MINIMALIS DI TERRACE PARKE, SERPONG SETU*

LT: 75M//LB: 75M, 2 Lantai
KT: 3//KM: 2
Living room, Taman+Ruang jemur, Kitchen, Air Jetpump, Carport, Status SHM

DEKAT MCD, PAMULANG SQUARE, TAMAN TECHNO, KAMPUS ITI, UNPAM, ALAZHAR PAMULANG SCHOOL, GLOBAL ISLAMIC SCHOOL SERPONG, SMP AL AMANAH, MATER DEI CATHOLIC SCHOOL, JALETRENG RIVERPARK SERPONG, STATION RAWABUNTU, DLL
Price: 850.000.000 [Nego]",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,2,1300,26 Dec 2020, 75 m², 75 m²,3,2,
"Rumah Cantik BSD Serpong, Serpong, Tangerang Selatan","Serpong, Tangerang Selatan ",-6.3131287,106.68073925095902,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp. 964.000.000,"Rumah modern minimalis dengan lokasi yang strategis

- 10 menit tol BSD
- 10 menit ST. Rawabuntu
- 12 menit Unpam
- 15 menit AEON mal

Lokasi aman, bebas banjir, jauh dari SUTET.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,2,2200,21 Oct 2020, 70 m², 80 m²,3,2,
"Rumah 2 Lantai Lokasi Strategis Dekat Stasiun, Ciputat, Tangerang Selatan","Ciputat, Tangerang Selatan ",-6.31107785,106.71841089195783,"Ciputat, Tangerang Selatan, Banten, Indonesia",Rp. 1.050.500.000,"Lokasi Strategis :
- 10 menit dari Exit Tol Bsd
- 15 menit Stasiun Sudimara dan Rawabuntu
- 7 menit Rumah Sakit Buah Hati, Permata, Vitalaya
- 7 menit rencana proyek MRT
- 5 menit SDK Matter Dei
- 8 menit Sekolah Kharisma Bangsa Pondok Cabe
- 9 menit Bandara Pondok Cabe
- 5 menit dari Universitas Pamulang
- 5 Menit ke Superindo, Carefour, dan Pamulang Square.
- 7 menit Giant.
- 8 menit Pembangunan Tol Cinere Serpong
- 3 menit Sekolah Muhammadiyah Setiabudi
- 7 menit Restoran Siap Saji
- 3 menit BANK Center

Fasilitas dalam cluster :
- One Gate System
- Mushola Dalam Cluster
- Security 24 Jam
- Installasi Listrik Bawah Tanah
- Taman Bermain Anak
- Row Jalan Seluas 10 meter

More information : Putri 0812-8685-7035",Rumah,SHM - Sertifikat Hak Milik,,,1,2,2200,25 Sep 2020, 84 m², 96 m²,3,2,1
"Rumah di Delatinos - De Rio Blok B, BSD (JUN), BSD Green Cove, Tangerang","BSD Green Cove, Tangerang ",-6.2820168,106.6681494,"BSD, Jalan Letnan Sutopo, BSD City, Serpong Utara, Tangerang Selatan, Banten, 15330, Indonesia",Rp. 5.200.000.000,"Di Jual Rumah Lokasi stategis, dekat stasiun KRL Rawabuntu",Rumah,,,Bagus Sekali,,2,,07 Dec 2020, 360 m², 300 m²,5,5,
"Rumah murah strategis BSD Griya Loka Tangerang, BSD Griya Loka, Tangerang","BSD Griya Loka, Tangerang ",-6.30576645,106.67993362841504,"Terminal Feeder Busway Trans BSD, Jalan Griya Loka Raya, BSD City, Serpong, Tangerang Selatan, Banten, 15321, Indonesia",Rp. 1.600.000.000,"Perumahan Griyaloka BSD, Jl. Hanjuang Raya Kel. Rawabuntu, Kec. Serpong, Kota Tangerang Selatan

Luas tanah : 162 M2
Dokumen : SHM
Harga : 1,6 

Hubungi : Rifki
0812-9017-7424
Era Fiesta Banjar Wijaya",Rumah,SHM - Sertifikat Hak Milik,,Bagus,,,,07 Aug 2020, 70 m², 162 m²,3,2,
"Rumah Panorama Bali Residence siap huni dp 5jt all in cicilan 2jt di Parung Ciseeng, Ciseeng, Bogor","Ciseeng, Bogor ",,,,Rp. 353.000.000,"Jual Cluster Panorama Bali Residence 
type 40/84 Bedugul .
Rumah siap huni 
cukup bayar 5jt Sudh All in 

view pegunugan 
fasilitas : Swimingpool , Jogging track ,sarana ibadah, Sport center
dekat sarana Pendidikan 
dekat ke Tol serpong,Cijago,dan Borr
dekat ke Pusat kota Tangerang selatan dan Bogor 
dekat ke stasiun Rawabuntu dan serpong 

lokasi : Jl h. usa putat nutug parung ciseeng bogor",Rumah,HGB - Hak Guna Bangun,Unfurnished,Baru,,1,1300,04 Jan 2021, 40 m², 84 m²,2,1,
"Rumah cluster siap huni, dekat stasiun kereta rawabuntu, dekat pintu tol bsd, semifurnish dan rumah nyaman dan aman, BSD Pavillion Residence, Tangerang","BSD Pavillion Residence, Tangerang ",,,,Rp. 2.400.000.000,"Rumah cluster siap huni, dekat stasiun kereta rawabuntu, dekat pintu tol bsd, semifurnish dan rumah nyaman dan aman, dekat pasar modern, sekolah negeri terbaik dan sekolah swasta cikal harapan, stella maris, saint jhon, dan mesjid al hakim",Rumah,"Lainnya (PPJB,Girik,Adat,dll)",Semi Furnished,Bagus,,2,4400,01 Aug 2020, 170 m², 144 m²,3,2,1
"Rumah 1 Lantai Daerah Ciputat, Luas dan Asri, Ciputat, Tangerang Selatan","Ciputat, Tangerang Selatan ",-6.31107785,106.71841089195783,"Ciputat, Tangerang Selatan, Banten, Indonesia",Rp. 871.500.000,"Lokasi Strategis :
- 15 menit dari Exit Tol Bsd
- 15 menit Stasiun Sudimara, Rawabuntu
- 10 menit Rumah Sakit Buah Hati, Permata, Vitalaya
- 7 menit rencana proyek MRT
- 7 menit SDK Matter Dei
- 8 menit Sekolah Kharisma Bangsa Pondok Cabe
- 9 menit Bandara Pondok Cabe
- 5 menit dari Universitas Pamulang
- 5 Menit ke Superindo, Carefour, dan Pamulang Square.
- 7 menit Giant.
- 8 menit Pembangunan Tol Cinere Serpong
- 3 menit Sekolah Muhammadiyah Setiabudi
- 7 menit Restoran Siap Saji
- 3 menit ATM Center

Fasilitas dalam cluster :
- One Gate System
- Mushola Dalam Cluster
- Security 24 Jam
- Installasi Listrik Bawah Tanah

More information : Putri 0812-8685-7035",Rumah,SHM - Sertifikat Hak Milik,,,1,1,2200,04 Sep 2020, 54 m², 96 m²,2,1,1
"Rumah 2 Lantai Cantik Mewah Lokasi Strategis, Pamulang, Tangerang Selatan","Pamulang, Tangerang Selatan ",-6.33321675,106.7226635889224,"Pamulang, Tangerang Selatan, Banten, Indonesia",Rp. 1.050.500.000,"Lokasi Strategis :
- 15 menit dari Exit Tol Bsd
- 15 menit Stasiun Sudimara, Rawabuntu
- 10 menit Rumah Sakit Buah Hati, Permata, Vitalaya
- 7 menit rencana proyek MRT
- 7 menit SDK Matter Dei
- 8 menit Sekolah Kharisma Bangsa Pondok Cabe
- 9 menit Bandara Pondok Cabe
- 5 menit dari Universitas Pamulang
- 5 Menit ke Superindo, Carefour, dan Pamulang Square.
- 7 menit Giant.
- 8 menit Pembangunan Tol Cinere Serpong
- 3 menit Sekolah Muhammadiyah Setiabudi
- 7 menit Restoran Siap Saji
- 3 menit ATM Center

Fasilitas dalam cluster :
- One Gate System
- Mushola Dalam Cluster
- Security 24 Jam
- Installasi Listrik Bawah Tanah

More information : Putri 0812-8685-7035",Rumah,SHM - Sertifikat Hak Milik,,Baru,1,2,2200,28 Aug 2020, 84 m², 96 m²,3,2,1
"Rumah Cantik Dekat Stasiun Rawabuntu, Ciputat, Tangerang Selatan","Ciputat, Tangerang Selatan ",-6.31107785,106.71841089195783,"Ciputat, Tangerang Selatan, Banten, Indonesia",Rp. 921.500.000,"Lokasi Strategis :
- 15 menit dari Exit Tol Bsd
- 15 menit Stasiun Sudimara, Rawabuntu
- 10 menit Rumah Sakit Buah Hati, Permata, Vitalaya
- 7 menit rencana proyek MRT
- 7 menit SDK Matter Dei
- 8 menit Sekolah Kharisma Bangsa Pondok Cabe
- 9 menit Bandara Pondok Cabe
- 5 menit dari Universitas Pamulang
- 5 Menit ke Superindo, Carefour, dan Pamulang Square.
- 7 menit Giant.
- 8 menit Pembangunan Tol Cinere Serpong
- 3 menit Sekolah Muhammadiyah Setiabudi
- 7 menit Restoran Siap Saji
- 3 menit ATM Center

Fasilitas dalam cluster :
- One Gate System
- Mushola Dalam Cluster
- Security 24 Jam
- Installasi Listrik Bawah Tanah",Rumah,SHM - Sertifikat Hak Milik,,,1,1,1300,14 Aug 2020, 54 m², 96 m²,2,1,1
"Rumah Siap Huni dengan Fasilitas Lengkap di Kencana Loka, BSD Kencana Loka, Tangerang","BSD Kencana Loka, Tangerang ",,,,Rp. 3.400.000.000,"Dijual Cepat rumah di Kencana Loka BSD 
Bangunan mandiri (kavling kantong)

LT : 237m
LB : 167 + Renov
SHM,
4400watt 
Hadap barat 
KT 4 
KM 4
Fasilitas : Kolam renang, Water heater, PAM, AC, Carpot, Bathtub
Posisi rumah depan taman
lokasi sangat srategis. 
Dekat dgn sekolah (St. john, Stella Maris, Cikal Harapan, SMPN 11), st. rawabuntu, Pasar modern.
sistem keamanan 24 jam.

Harga Jual Rp.3.4M (Nego sampai deal)",Rumah,SHM - Sertifikat Hak Milik,Semi Furnished,Bagus,,2,4400,06 Nov 2020, 167 m², 237 m²,4,4,
"Cluster Graha Idaman 15 dekat BSD-TANGSEL, BSD Delatinos, Tangerang","BSD Delatinos, Tangerang ",,,,Rp. 335.000.000,"perumahan komersil
Graha idaman 15
harga terjangkau

BEBAS BIAYA-BIAYA
*Kpr
*Bphtb
*Notaris
*DP 0%

Selling Point ;
1. Akses ke BSD dekat 25-30 menit
Ke st. Rawabuntu Tol BSD
2. Dekat ke pusat pemerintahan Tangsel
3. Akses ke parung - sawangan
4. One Gate system
Kpr indent dengan BTN Konven syariah
Bangunan INDENT
Sudah lebih dari 30 unit terjual

122 unit an.
Ayo segera di booking.

Manfaatkan promonya

Dengan 2,5jt saja Sdh bisa dapatkan rumahnya
Angsuran 3,5 jt an. (KPR Indent)
Bank BTN Syariah

Minat hub marketing;
Yohanes 
WA 0812-8425-6065",Rumah,HGB - Hak Guna Bangun,Unfurnished,Baru,,1,1300,29 Dec 2020, 36 m², 60 m²,2,1,
"Rumah 1 Lantai di Pamulang, Bebas Banjir, Pamulang, Tangerang Selatan","Pamulang, Tangerang Selatan ",-6.33321675,106.7226635889224,"Pamulang, Tangerang Selatan, Banten, Indonesia",Rp. 635.500.000,"Lokasi Strategis :
- 10 menit dari Exit Tol Bsd
- 15 menit Stasiun Sudimara dan Rawabuntu
- 7 menit Rumah Sakit Buah Hati, Permata, Vitalaya
- 7 menit rencana proyek MRT
- 5 menit SDK Matter Dei
- 8 menit Sekolah Kharisma Bangsa Pondok Cabe
- 9 menit Bandara Pondok Cabe
- 5 menit dari Universitas Pamulang
- 5 Menit ke Superindo, Carefour, dan Pamulang Square.
- 7 menit Giant.
- 8 menit Pembangunan Tol Cinere Serpong
- 3 menit Sekolah Muhammadiyah Setiabudi
- 7 menit Restoran Siap Saji
- 3 menit BANK Center

Fasilitas dalam cluster :
- One Gate System
- Mushola Dalam Cluster
- Security 24 Jam
- Installasi Listrik Bawah Tanah
- Taman Bermain Anak
- Row Jalan Seluas 10 meter

More information : Putri 0812-8685-7035",Rumah,SHM - Sertifikat Hak Milik,,,1,1,1300,30 Oct 2020, 41 m², 72 m²,2,1,1
"Rumah mewah, Lokasi Strategis Banget, Ciater, Tangerang","Ciater, Tangerang ",-6.3225748,106.6899346,"Ciater, Serpong, Tangerang Selatan, Banten, 15317, Indonesia",Rp. 978.500.000,"The Akasia Eight Cluster terbaik di Jantung Kota Tangerang Selatan , Hunian Mewah dalam lingkungan cluster yang sangat Nyaman ,Aman dan Asri. Lokasinya pun Setrategis Banget : Hanya 15 MENIT dari Stasiun Rawabuntu , 15 MENIT dari Pintu Tol BSD City , Dekat Pasar Modern BSD, Dekat Pusat Pendidikan, Dekat Fasilitas kesehatan, Dekat Pusat kuliner serta Transportasi dan security 24 jam. Informasi dan Survei Hub Narko Saputro 081384156220",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,2,2200,12 Nov 2020, 54 m², 60 m²,2,2,1
